occasion,prompt_index,rank,score,row_id,product_url,product_name,image_url,product_category,color
wedding_guest,3,8,0.27629584074020386,184,https://www.zara.com/es/en/nylon-midi-dress-with-ties-p04772308.html,NYLON MIDI DRESS WITH TIES,https://static.zara.net/assets/public/5c88/a9cf/ec8b450aaaeb/3b9572fe6a3b/04772308600-e1/04772308600-e1.jpg?ts=1768466813545&w=4800,DRESSES,RED
wedding_guest,3,9,0.27593255043029785,204,https://www.zara.com/es/en/short-dress-with-contrast-lace-p07200305.html,SHORT DRESS WITH CONTRAST LACE,https://static.zara.net/assets/public/0a9b/e106/fa10476cac7b/bb560bee1a7b/07200305758-e1/07200305758-e1.jpg?ts=1768900419735&w=4800,DRESSES,758
wedding_guest,3,10,0.2742993235588074,191,https://www.zara.com/es/en/mid-halter-godet-dress-p04772307.html,HALTER MIDI DRESS WITH GODETS,https://static.zara.net/assets/public/ef90/99bb/3e5d476e8c67/8cfce134039c/04772307250-e1/04772307250-e1.jpg?ts=1768478037594&w=4800,DRESSES,WHITE
wedding_guest,3,11,0.27319106459617615,57,https://www.zara.com/es/en/short-blazer-with-topstitching-zw-collection-p02130797.html,ZW COLLECTION SHORT BLAZER WITH TOPSTITCHING,https://static.zara.net/assets/public/644b/630b/893c4a8f86e3/ed330dba8f73/02130797800-e1/02130797800-e1.jpg?ts=1768491265450&w=4800,JACKETS,BLACK
wedding_guest,3,12,0.27294114232063293,23,https://www.zara.com/es/en/wool-blend-blazer-zw-collection-p02029044.html,WOOL BLEND BLAZER ZW COLLECTION,https://static.zara.net/assets/public/081e/8ace/f3194285b122/ece00f9e79f0/02029044800-e1/02029044800-e1.jpg?ts=1764603949856&w=4800,JACKETS,BLACK
wedding_guest,3,13,0.2728821337223053,288,https://www.zara.com/es/en/sleeveless-high-neck-top-p04174001.html,SLEEVELESS HIGH NECK TOP,https://static.zara.net/assets/public/fe3c/2711/aead48e4b603/7932fd35b1b5/04174001706-e1/04174001706-e1.jpg?ts=1767887903497&w=4800,TOPS,MINK
wedding_guest,3,14,0.2714774012565613,905,https://www.zara.com/es/en/bandana-volume-midi-skirt-p01255415.html,VOLUME SCARF MIDI SKIRT,https://static.zara.net/assets/public/5caa/d605/d35342109d54/f09c67ad049a/01255415712-e1/01255415712-e1.jpg?ts=1768220458277&w=4800,SKIRTS,ECRU
wedding_guest,3,15,0.27146339416503906,961,https://www.zara.com/es/en/soft-cape-skirt-p05067158.html,SOFT CAPE SKIRT,https://static.zara.net/assets/public/a3bb/a053/fff64c8fa6c0/de62af5bc5d3/05067158251-e1/05067158251-e1.jpg?ts=1768466303814&w=4800,SKIRTS,OYSTER-WHITE
wedding_guest,3,16,0.27077770233154297,232,https://www.zara.com/es/en/satin-dress-with-belt-soshiotsuki-x-zara-p09751710.html,SOSHIOTSUKI X ZARA SATIN BELTED DRESS,https://static.zara.net/assets/public/56ca/98a3/d29d41199906/3ee918dcf7f1/09751710620-e1/09751710620-e1.jpg?ts=1764230743599&w=4800,DRESSES,PINK
wedding_guest,3,17,0.27068930864334106,913,https://www.zara.com/es/en/herringbone-layered-skirt-zw-collection-p02545250.html,HERRINGBONE LAYERED SKIRT ZW COLLECTION,https://static.zara.net/assets/public/2a2f/db13/0db04dfba5bd/1722364d0765/02545250720-e1/02545250720-e1.jpg?ts=1769172462566&w=4800,SKIRTS,BEIGE MARL
wedding_guest,3,18,0.2703179121017456,168,https://www.zara.com/es/en/short-dress-with-contrast-lace-p07200315.html,SHORT DRESS WITH CONTRAST LACE,https://static.zara.net/assets/public/8021/3433/825a41c88de5/db9cc972e775/07200315054-e1/07200315054-e1.jpg?ts=1768900400734&w=4800,DRESSES,BROWN / GREEN
wedding_guest,3,19,0.2698822021484375,906,https://www.zara.com/es/en/lace-trim-satin-midi-skirt-p04391538.html,LACE TRIM SATIN MIDI SKIRT,https://static.zara.net/assets/public/1960/c6a4/01b54e2aaee3/abe93fdbddfc/04391401715-e1/04391401715-e1.jpg?ts=1765465945551&w=4800,SKIRTS,MID-ECRU
wedding_guest,3,20,0.2697773277759552,857,https://www.zara.com/es/en/off-shoulder-knit-jumper-p05755131.html,OFF-SHOULDER KNIT JUMPER,https://static.zara.net/assets/public/e9b3/197b/8fcd450eaa9f/35c33714eee4/05755131712-e1/05755131712-e1.jpg?ts=1756466195236&w=4800,CARDIGANS,ECRU
