product_id,reference_number,image_path,status,error
309,5644/009/099,data/images/5644_009_099.jpg,ok,
310,3039/002/746,data/images/3039_002_746.jpg,ok,
311,3253/316/104,data/images/3253_316_104.jpg,ok,
312,2180/025/049,data/images/2180_025_049.jpg,ok,
313,6050/053/716,data/images/6050_053_716.jpg,ok,
314,3644/170/719,data/images/3644_170_719.jpg,ok,
315,5067/157/251,data/images/5067_157_251.jpg,ok,
316,1758/120/971,data/images/1758_120_971.jpg,ok,
317,8779/105/712,data/images/8779_105_712.jpg,ok,
318,1758/130/800,data/images/1758_130_800.jpg,ok,
319,2893/203/800,data/images/2893_203_800.jpg,ok,
320,1067/631/800,data/images/1067_631_800.jpg,ok,
321,5919/624/800,data/images/5919_624_800.jpg,ok,
322,1067/655/800,data/images/1067_655_800.jpg,ok,
323,2678/102/800,data/images/2678_102_800.jpg,ok,
324,9479/050/712,data/images/9479_050_712.jpg,ok,
325,2207/519/044,data/images/2207_519_044.jpg,ok,
326,1063/899/400,data/images/1063_899_400.jpg,ok,
327,2112/572/251,data/images/2112_572_251.jpg,ok,
328,2094/896/700,data/images/2094_896_700.jpg,ok,
329,2110/340/250,data/images/2110_340_250.jpg,ok,
330,8741/251/403,data/images/8741_251_403.jpg,ok,
331,8372/314/712,data/images/8372_314_712.jpg,ok,
332,3666/052/086,data/images/3666_052_086.jpg,ok,
333,4786/024/500,data/images/4786_024_500.jpg,ok,
334,9479/048/330,data/images/9479_048_330.jpg,ok,
335,1074/891/250,data/images/1074_891_250.jpg,ok,
336,2075/107/017,data/images/2075_107_017.jpg,ok,
337,1063/212/807,data/images/1063_212_807.jpg,ok,
338,4333/221/518,data/images/4333_221_518.jpg,ok,
339,2089/562/067,data/images/2089_562_067.jpg,ok,
340,2731/048/104,data/images/2731_048_104.jpg,ok,
341,2264/525/087,data/images/2264_525_087.jpg,ok,
342,2206/544/049,data/images/2206_544_049.jpg,ok,
343,2089/103/087,data/images/2089_103_087.jpg,ok,
344,5029/223/087,data/images/5029_223_087.jpg,ok,
345,8906/572/732,data/images/8906_572_732.jpg,ok,
346,5770/246/800,data/images/5770_246_800.jpg,ok,
347,2125/255/620,data/images/2125_255_620.jpg,ok,
348,2197/340/250,data/images/2197_340_250.jpg,ok,
