row_id,score,product_name,product_url,price,color,product_category,image_url
226,0.2625316083431244,HERRINGBONE MIDI DRESS,https://www.zara.com/es/en/herringbone-midi-dress-p03644169.html,29.95 EUR,GREY / BEIGE,DRESSES,https://static.zara.net/assets/public/7980/501a/f05440fcb779/d6294a9b89cc/03644169814-e1/03644169814-e1.jpg?ts=1768835748254&w=4800
193,0.26175498962402344,COMBINED MIDI DRESS,https://www.zara.com/es/en/contrast-midi-dress-p03897187.html,39.95 EUR,MID-GREY,DRESSES,https://static.zara.net/assets/public/c271/98ee/16e04b93a789/473fb95893eb/03897187809-e1/03897187809-e1.jpg?ts=1766482602047&w=4800
179,0.2612803876399994,SHORT COMBINED BATWING SLEEVE DRESS,https://www.zara.com/es/en/short-combined-batwing-sleeve-dress-p04772306.html,35.95 EUR,WHITE,DRESSES,https://static.zara.net/assets/public/7f3d/2745/ecba4b2790f3/b13245127b5c/04772306250-e1/04772306250-e1.jpg?ts=1767873075841&w=4800
200,0.2612228989601135,KNIT DRESS WITH FAUX FUR DETAIL,https://www.zara.com/es/en/knit-dress-with-faux-fur-detail-p05755126.html,29.95 EUR,BROWN,DRESSES,https://static.zara.net/assets/public/c9b9/063a/dd5644738a40/67bb61cb2e4a/05755126700-e1/05755126700-e1.jpg?ts=1759475196597&w=4800
189,0.2605651915073395,KNIT DRESS WITH BELT,https://www.zara.com/es/en/knit-dress-with-belt-p03920836.html,35.95 EUR,MINK,DRESSES,https://static.zara.net/assets/public/85de/1587/951a48c4bb34/daa2f317e4fc/03920836706-e1/03920836706-e1.jpg?ts=1761059629085&w=4800
198,0.26027920842170715,SOFT BELTED DRESS,https://www.zara.com/es/en/soft-belted-dress-p05067156.html,27.95 EUR,ANTHRACITE GREY,DRESSES,https://static.zara.net/assets/public/ac07/f0ec/21cc4637a14d/cef6e9b672e2/05067156807-e1/05067156807-e1.jpg?ts=1768835676981&w=4800
220,0.2597257196903229,VELVET BLAZER PLAYSUIT,https://www.zara.com/es/en/velvet-blazer-playsuit-p02124150.html,49.95 EUR,BLACK,DRESSES,https://static.zara.net/assets/public/9de7/cf28/df2d4a7da480/915483a8e17d/02124150800-e1/02124150800-e1.jpg?ts=1765359977691&w=4800
187,0.2590641379356384,SHORT CHECKED DRESS WITH BELT AND RUFFLES,https://www.zara.com/es/en/short-checked-dress-with-ruffles-and-belt-p02200533.html,35.95 EUR,BROWN-BLUE,DRESSES,https://static.zara.net/assets/public/435a/8d49/6e4646428abd/d7e58b1f1cc1/02200533049-e1/02200533049-e1.jpg?ts=1768987630379&w=4800
172,0.25848957896232605,DROP-SHOULDER KNIT DRESS,https://www.zara.com/es/en/drop-shoulder-knit-dress-p09598014.html,35.95 EUR,RED,DRESSES,https://static.zara.net/assets/public/dc1e/e563/427f44caade1/533572abdba5/09598014600-e1/09598014600-e1.jpg?ts=1769165171049&w=4800
222,0.257386714220047,DRAPED VELVET MIDI DRESS,https://www.zara.com/es/en/draped-velvet-midi-dress-p09801242.html,29.95 EUR,DARK BROWN,DRESSES,https://static.zara.net/assets/public/e238/09ce/b6fa461a9428/9c68b2750fd5/09801242716-e1/09801242716-e1.jpg?ts=1765294582699&w=4800
